#ProcessedFacebook0
#Multilevel
#Time taken 0.015618562698364258s
212,344,10
285,315,3
301,324,13
21,170,3
326,214,2
281,159,16
281,251,16
109,67,3
25,232,3
59,56,10
92,180,1
290,323,3
167,93,2
250,59,10
274,341,3
249,302,1
118,239,10
111,337,2
56,55,10
80,266,1
94,346,1
141,280,3
96,274,3
158,315,3
199,98,10
134,132,3
254,187,1
329,269,13
297,21,3
100,150,13
110,264,7
266,330,1
171,150,13
322,45,3
72,165,3
257,236,3
332,248,3
329,119,13
225,86,15
291,224,3
53,196,1
181,152,4
141,257,3
180,80,1
332,67,3
303,45,3
250,252,10
3,26,3
172,239,10
325,98,10
188,315,3
55,203,10
137,111,2
224,200,3
194,80,1
17,140,2
266,302,1
249,24,1
200,323,3
323,122,3
203,65,10
259,201,7
238,82,10
197,251,16
105,272,3
291,332,3
289,137,2
195,306,4
98,203,10
260,160,1
346,204,1
334,113,3
172,238,10
299,48,1
65,314,10
1,194,1
175,321,15
261,223,10
10,169,3
185,315,3
203,211,10
212,239,10
80,194,1
176,290,3
225,227,15
98,104,10
291,72,3
156,295,3
31,51,6
251,284,16
19,312,2
89,6,5
235,21,3
68,177,15
227,177,15
281,108,16
280,188,3
144,14,2
126,88,1
232,40,3
131,99,15
103,271,10
200,3,3
7,22,6
132,134,3
239,212,10
231,178,3
194,266,1
127,284,16
299,346,1
149,326,2
144,343,2
13,172,10
184,135,16
200,75,3
203,82,10
280,121,3
177,278,15
236,297,3
331,56,10
262,220,2
314,342,10
127,36,16
94,53,1
41,230,2
118,268,10
185,274,3
199,203,10
299,24,1
175,99,15
325,252,10
239,234,10
302,194,1
252,29,10
142,158,3
88,73,1
16,261,10
20,44,2
3,72,3
57,249,1
278,86,15
251,36,16
44,343,2
143,131,15
50,277,3
72,3,3
72,200,3
280,332,3
254,101,1
161,21,3
86,278,15
328,275,4
91,193,7
248,169,3
9,276,3
258,141,3
303,236,3
82,331,10
97,230,2
113,132,3
53,260,1
184,139,16
54,27,13
188,170,3
62,276,3
128,265,10
170,315,3
143,278,15
188,323,3
25,158,3
40,232,3
123,98,10
284,36,16
331,98,10
303,109,3
25,176,3
136,339,6
104,123,10
174,112,2
85,323,3
325,222,10
3,142,3
300,130,1
251,108,16
218,328,4
9,176,3
252,13,10
149,115,2
111,312,2
68,175,15
128,313,10
330,242,1
211,331,10
72,26,3
257,315,3
236,105,3
224,122,3
31,168,6
115,312,2
273,78,4
332,158,3
13,238,10
92,24,1
207,56,10
278,225,15
115,226,2
315,158,3
26,232,3
135,309,16
232,231,3
172,252,10
159,127,16
68,225,15
231,9,3
141,39,3
266,53,1
162,326,2
304,161,3
237,31,6
133,96,3
115,14,2
313,199,10
90,179,20
142,122,3
9,258,3
75,200,3
320,127,16
118,211,10
280,231,3
14,226,2
281,284,16
239,325,10
9,304,3
173,163,13
187,302,1
260,126,1
165,72,3
88,48,1
188,25,3
272,304,3
24,266,1
67,290,3
271,172,10
172,211,10
118,331,10
67,188,3
211,203,10
278,46,15
320,184,16
194,346,1
134,66,3
51,237,6
25,231,3
315,291,3
266,196,1
133,141,3
243,41,2
177,175,15
65,261,10
24,180,1
243,216,2
265,311,10
249,187,1
119,217,13
85,188,3
187,101,1
309,320,16
36,197,16
322,161,3
28,151,2
177,131,15
239,203,10
187,92,1
299,94,1
280,304,3
31,339,6
179,145,20
3,122,3
203,331,10
53,254,1
313,239,10
8,91,7
22,7,6
21,9,3
25,76,3
83,31,6
188,165,3
137,41,2
341,9,3
315,133,3
312,262,2
157,124,6
121,165,3
232,158,3
3,188,3
297,67,3
218,181,4
152,4,4
340,7,6
312,111,2
327,95,5
2,333,2
59,239,10
248,26,3
249,254,1
59,268,10
322,85,3
169,334,3
56,59,10
252,65,10
224,291,3
120,247,6
334,21,3
325,13,10
226,2,2
280,290,3
9,67,3
148,109,3
325,186,10
170,3,3
197,320,16
24,194,1
342,13,10
141,122,3
298,265,10
141,72,3
22,339,6
343,44,2
340,339,6
342,56,10
67,75,3
277,105,3
78,218,4
330,249,1
29,338,10
291,272,3
194,101,1
176,170,3
159,281,16
299,187,1
13,98,10
266,242,1
102,296,15
257,280,3
94,80,1
59,186,10
143,227,15
69,67,3
177,225,15
72,113,3
269,58,13
40,280,3
346,196,1
21,332,3
325,265,10
342,98,10
148,50,3
141,291,3
200,67,3
9,105,3
108,36,16
21,142,3
45,122,3
1,48,1
67,109,3
123,186,10
115,140,2
26,122,3
199,238,10
227,68,15
322,323,3
116,149,2
115,262,2
30,9,3
341,322,3
274,21,3
98,261,10
142,277,3
211,56,10
80,300,1
186,59,10
196,330,1
194,180,1
242,249,1
257,25,3
276,9,3
304,224,3
204,130,1
345,285,3
230,307,2
56,203,10
204,92,1
150,163,13
242,53,1
186,203,10
246,339,6
223,172,10
73,48,1
185,322,3
50,113,3
276,236,3
282,244,26
31,308,6
148,113,3
211,128,10
184,281,16
344,104,10
338,203,10
29,118,10
176,26,3
69,26,3
277,332,3
338,252,10
72,232,3
48,73,1
56,238,10
208,188,3
312,14,2
40,231,3
98,325,10
127,281,16
122,142,3
319,89,5
242,266,1
266,80,1
328,4,4
339,129,6
172,98,10
48,88,1
199,325,10
170,304,3
274,75,3
248,67,3
291,188,3
25,148,3
86,225,15
211,13,10
21,105,3
226,28,2
334,132,3
190,23,6
199,239,10
318,261,10
188,67,3
297,188,3
264,91,7
326,28,2
113,26,3
339,87,6
104,186,10
346,101,1
236,62,3
199,172,10
67,272,3
347,129,6
188,291,3
127,108,16
272,9,3
233,256,25
326,116,2
26,334,3
333,149,2
133,40,3
223,271,10
302,24,1
242,204,1
342,211,10
85,322,3
239,313,10
45,200,3
303,322,3
5,180,1
297,322,3
199,56,10
196,266,1
195,4,4
238,203,10
142,161,3
347,168,6
67,62,3
128,271,10
111,310,2
62,142,3
14,151,2
313,60,10
92,94,1
21,277,3
180,48,1
29,252,10
40,334,3
252,103,10
333,343,2
36,135,16
303,221,3
59,252,10
327,89,5
161,62,3
175,86,15
272,236,3
329,150,13
99,68,15
106,169,3
325,172,10
156,67,3
17,310,2
180,187,1
82,118,10
166,202,13
95,319,5
172,29,10
178,30,3
130,300,1
342,63,10
113,67,3
284,197,16
272,285,3
142,285,3
131,227,15
62,67,3
204,53,1
5,204,1
20,2,2
275,195,4
1,299,1
188,30,3
55,239,10
261,123,10
161,26,3
203,186,10
2,226,2
242,180,1
297,280,3
269,119,13
7,38,6
67,345,3
82,56,10
272,297,3
252,325,10
155,157,6
69,25,3
20,115,2
168,7,6
53,191,1
231,232,3
19,293,2
275,78,4
203,268,10
144,151,2
64,171,13
4,306,4
237,51,6
55,56,10
199,128,10
108,320,16
178,345,3
221,285,3
326,162,2
181,275,4
56,298,10
147,95,5
212,172,10
67,9,3
304,109,3
109,158,3
343,111,2
261,313,10
249,266,1
236,69,3
25,72,3
306,275,4
222,118,10
315,322,3
112,19,2
142,9,3
133,236,3
9,334,3
268,118,10
304,257,3
101,187,1
20,226,2
300,346,1
291,258,3
148,25,3
150,329,13
142,323,3
82,13,10
94,24,1
44,312,2
276,200,3
313,98,10
53,317,1
297,9,3
67,323,3
168,22,6
170,290,3
226,312,2
59,261,10
56,60,10
232,21,3
194,204,1
169,26,3
30,322,3
302,330,1
237,84,6
243,167,2
323,3,3
30,200,3
308,246,6
324,301,13
172,271,10
324,150,13
148,229,3
226,41,2
297,323,3
28,326,2
116,312,2
9,85,3
92,187,1
331,118,10
76,270,3
218,273,4
62,323,3
158,304,3
69,304,3
324,119,13
17,116,2
87,246,6
109,322,3
108,281,16
249,194,1
342,172,10
54,329,13
25,141,3
188,26,3
315,323,3
25,297,3
108,184,16
26,176,3
44,111,2
142,303,3
138,19,2
265,331,10
323,341,3
299,180,1
242,80,1
285,117,3
252,123,10
51,83,6
214,116,2
161,258,3
248,21,3
56,212,10
217,119,13
236,280,3
116,140,2
325,59,10
320,108,16
257,272,3
13,223,10
265,239,10
334,165,3
254,330,1
223,199,10
174,19,2
9,280,3
129,31,6
251,281,16
88,164,1
240,23,6
285,277,3
98,128,10
224,332,3
297,200,3
130,204,1
1,88,1
221,322,3
98,59,10
164,88,1
334,277,3
272,185,3
309,281,16
122,280,3
331,271,10
22,87,6
323,285,3
204,249,1
226,14,2
197,36,16
262,115,2
334,304,3
265,223,10
44,20,2
67,200,3
169,236,3
149,2,2
341,274,3
315,26,3
325,239,10
31,129,6
130,73,1
95,89,5
325,211,10
57,80,1
322,62,3
226,116,2
77,40,3
67,332,3
181,195,4
161,9,3
130,88,1
80,92,1
53,204,1
91,110,7
14,116,2
194,249,1
53,330,1
172,118,10
20,41,2
248,200,3
197,108,16
96,224,3
211,222,10
150,64,13
224,67,3
310,137,2
132,158,3
105,21,3
219,319,5
245,8,7
308,7,6
265,325,10
315,121,3
41,115,2
284,281,16
106,231,3
169,315,3
156,188,3
101,194,1
277,170,3
258,188,3
19,174,2
304,334,3
271,331,10
222,199,10
332,208,3
312,305,2
328,218,4
110,259,7
66,67,3
341,188,3
200,9,3
134,67,3
115,116,2
94,254,1
227,86,15
67,26,3
39,141,3
118,342,10
220,115,2
252,82,10
189,100,13
218,275,4
313,261,10
101,266,1
101,302,1
49,192,2
59,325,10
169,21,3
67,280,3
30,236,3
100,217,13
111,20,2
94,180,1
346,300,1
322,21,3
293,19,2
56,199,10
203,56,10
314,82,10
118,172,10
223,342,10
184,36,16
311,325,10
208,291,3
56,222,10
56,313,10
272,277,3
88,80,1
185,280,3
331,203,10
310,111,2
200,113,3
72,291,3
285,303,3
299,92,1
56,211,10
322,9,3
13,313,10
322,276,3
334,9,3
5,187,1
89,95,5
9,156,3
337,111,2
141,304,3
322,158,3
28,226,2
203,325,10
200,276,3
176,25,3
21,235,3
204,266,1
252,265,10
64,119,13
73,130,1
9,66,3
142,109,3
213,53,1
99,102,15
280,105,3
251,135,16
312,220,2
26,304,3
315,280,3
1,92,1
144,17,2
239,55,10
339,31,6
236,121,3
265,238,10
41,17,2
332,291,3
280,122,3
188,9,3
132,45,3
75,304,3
291,169,3
6,147,5
194,254,1
142,170,3
21,121,3
8,264,7
48,80,1
25,280,3
94,92,1
299,249,1
113,25,3
186,128,10
334,169,3
304,272,3
313,342,10
203,261,10
310,151,2
303,132,3
153,280,3
303,285,3
264,8,7
105,257,3
199,186,10
224,9,3
25,291,3
274,40,3
40,315,3
224,276,3
111,17,2
252,186,10
189,64,13
203,118,10
308,87,6
280,315,3
169,122,3
178,322,3
156,122,3
194,92,1
280,142,3
26,40,3
307,230,2
204,57,1
104,325,10
186,239,10
189,150,13
128,252,10
150,189,13
239,261,10
26,69,3
36,184,16
293,174,2
115,343,2
41,116,2
26,315,3
53,213,1
109,21,3
236,257,3
25,277,3
339,22,6
313,118,10
285,185,3
332,200,3
142,134,3
296,99,15
36,108,16
217,64,13
53,101,1
170,200,3
118,199,10
122,200,3
118,65,10
322,257,3
75,67,3
161,277,3
291,158,3
77,332,3
143,68,15
3,67,3
342,118,10
167,32,2
214,137,2
132,315,3
64,189,13
259,110,7
19,214,2
25,200,3
265,298,10
24,101,1
238,211,10
143,225,15
234,239,10
330,204,1
172,261,10
62,170,3
127,251,16
304,75,3
136,308,6
261,314,10
56,342,10
200,285,3
200,26,3
9,170,3
105,236,3
4,152,4
139,251,16
40,72,3
118,13,10
91,245,7
26,276,3
158,142,3
200,280,3
180,24,1
101,53,1
115,41,2
185,25,3
68,227,15
214,41,2
252,199,10
24,299,1
318,123,10
92,204,1
122,25,3
100,269,13
261,211,10
322,75,3
154,219,5
236,303,3
75,323,3
26,161,3
21,236,3
344,212,10
14,28,2
13,252,10
178,303,3
211,103,10
60,239,10
186,104,10
203,342,10
8,259,7
271,199,10
82,314,10
211,342,10
13,82,10
187,346,1
104,203,10
198,166,13
116,144,2
295,26,3
169,185,3
84,237,6
122,303,3
53,249,1
82,199,10
48,330,1
346,130,1
40,169,3
152,275,4
59,250,10
68,143,15
180,242,1
296,175,15
101,330,1
165,113,3
126,260,1
17,41,2
82,59,10
342,261,10
142,334,3
342,314,10
178,231,3
109,303,3
72,272,3
321,175,15
144,116,2
48,180,1
298,271,10
67,277,3
343,19,2
221,303,3
134,304,3
132,303,3
304,122,3
285,221,3
204,242,1
32,167,2
41,144,2
101,204,1
182,97,2
111,214,2
261,118,10
329,27,13
295,9,3
346,53,1
88,1,1
172,199,10
188,277,3
197,284,16
103,56,10
185,297,3
53,266,1
101,94,1
67,72,3
266,101,1
280,291,3
304,67,3
20,312,2
9,113,3
79,188,3
330,266,1
204,80,1
13,239,10
211,29,10
141,40,3
118,56,10
91,259,7
280,67,3
94,300,1
67,21,3
137,214,2
31,83,6
196,92,1
254,204,1
303,122,3
227,102,15
331,16,10
277,26,3
312,44,2
93,310,2
196,346,1
266,254,1
148,272,3
13,342,10
169,332,3
4,195,4
80,299,1
127,139,16
113,72,3
204,346,1
303,345,3
309,127,16
165,169,3
236,272,3
103,98,10
310,167,2
227,296,15
325,268,10
285,304,3
169,277,3
334,188,3
89,319,5
325,223,10
79,26,3
9,79,3
261,98,10
21,272,3
140,17,2
299,254,1
82,261,10
19,17,2
26,236,3
170,285,3
232,224,3
39,121,3
53,24,1
277,291,3
67,134,3
346,92,1
45,142,3
277,334,3
141,62,3
115,326,2
189,119,13
180,194,1
223,98,10
236,304,3
203,265,10
277,188,3
26,188,3
40,304,3
26,79,3
232,9,3
308,22,6
200,304,3
312,17,2
280,26,3
137,115,2
257,295,3
49,241,2
170,332,3
313,271,10
122,3,3
41,14,2
23,190,6
108,159,16
285,9,3
8,201,7
332,122,3
227,143,15
57,24,1
186,222,10
40,141,3
310,41,2
196,194,1
41,151,2
261,239,10
67,322,3
56,104,10
328,78,4
41,137,2
280,141,3
79,67,3
313,252,10
119,150,13
229,334,3
309,184,16
229,109,3
67,25,3
187,254,1
170,185,3
110,8,7
268,325,10
81,269,13
141,26,3
25,272,3
158,113,3
109,142,3
212,252,10
29,16,10
310,93,2
315,105,3
284,251,16
244,282,26
102,99,15
261,203,10
150,171,13
85,3,3
341,304,3
195,275,4
122,272,3
232,276,3
236,122,3
330,92,1
332,231,3
99,278,15
77,117,3
122,170,3
331,211,10
236,224,3
159,320,16
19,115,2
277,208,3
249,346,1
136,120,6
281,320,16
200,297,3
337,41,2
290,322,3
242,101,1
212,199,10
294,277,3
40,274,3
9,26,3
40,224,3
144,41,2
180,196,1
169,142,3
147,319,5
166,198,13
151,41,2
40,158,3
271,239,10
315,257,3
67,304,3
99,263,15
323,332,3
254,346,1
312,115,2
132,277,3
322,30,3
109,229,3
230,71,2
253,182,2
20,162,2
94,187,1
67,303,3
272,40,3
115,20,2
195,218,4
302,249,1
142,297,3
14,144,2
140,214,2
214,14,2
32,310,2
130,53,1
171,119,13
225,99,15
330,299,1
222,313,10
21,165,3
304,280,3
238,59,10
302,346,1
267,23,6
312,137,2
98,265,10
308,136,6
338,29,10
143,46,15
98,252,10
239,123,10
171,189,13
226,326,2
274,122,3
122,161,3
280,25,3
249,101,1
239,60,10
214,326,2
325,199,10
186,56,10
148,176,3
315,132,3
330,53,1
290,280,3
36,284,16
284,135,16
310,337,2
277,67,3
68,263,15
113,277,3
100,163,13
19,138,2
320,135,16
211,118,10
297,142,3
251,197,16
40,142,3
26,291,3
39,21,3
9,72,3
320,159,16
144,28,2
232,133,3
118,29,10
25,3,3
27,119,13
25,283,3
26,141,3
228,283,3
343,116,2
131,278,15
169,9,3
345,21,3
57,48,1
222,56,10
304,26,3
53,180,1
177,227,15
224,148,3
65,82,10
249,299,1
165,200,3
223,239,10
271,261,10
342,265,10
26,200,3
302,53,1
203,29,10
275,181,4
17,111,2
82,172,10
119,269,13
111,41,2
172,103,10
268,82,10
161,322,3
332,109,3
59,203,10
172,82,10
322,345,3
2,312,2
300,299,1
269,81,13
25,188,3
85,170,3
203,238,10
254,53,1
332,10,3
3,283,3
92,196,1
299,101,1
202,166,13
119,163,13
172,265,10
315,185,3
231,40,3
41,214,2
25,40,3
322,170,3
172,13,10
142,21,3
131,143,15
323,258,3
202,329,13
252,128,10
9,134,3
113,148,3
65,118,10
322,178,3
141,276,3
9,142,3
277,272,3
273,181,4
200,25,3
346,24,1
109,285,3
105,69,3
188,21,3
25,9,3
1,126,1
170,26,3
113,200,3
158,25,3
323,322,3
122,224,3
94,249,1
271,211,10
276,133,3
110,91,7
249,94,1
203,239,10
339,246,6
117,285,3
167,137,2
242,24,1
5,316,1
23,83,6
242,254,1
217,171,13
109,169,3
180,266,1
78,306,4
277,285,3
271,59,10
224,322,3
299,330,1
162,20,2
236,276,3
67,3,3
326,226,2
342,313,10
265,342,10
122,235,3
28,140,2
88,336,1
273,218,4
21,188,3
21,280,3
337,32,2
113,304,3
24,94,1
40,277,3
322,109,3
315,285,3
21,334,3
181,328,4
304,113,3
41,226,2
251,320,16
304,332,3
271,128,10
67,185,3
66,9,3
188,75,3
231,106,3
172,212,10
135,284,16
204,254,1
123,318,10
161,39,3
25,285,3
41,140,2
80,346,1
101,249,1
133,26,3
51,23,6
281,197,16
322,26,3
7,31,6
49,255,2
274,96,3
140,312,2
285,122,3
4,275,4
101,346,1
239,56,10
314,313,10
113,121,3
25,39,3
259,193,7
140,41,2
139,197,16
167,337,2
345,303,3
319,147,5
304,9,3
81,286,13
120,136,6
21,26,3
266,204,1
226,20,2
199,82,10
225,177,15
211,238,10
67,10,3
122,236,3
227,225,15
224,25,3
317,101,1
342,203,10
315,9,3
346,249,1
203,104,10
148,105,3
188,290,3
322,315,3
277,280,3
341,62,3
9,277,3
135,184,16
122,188,3
277,25,3
196,53,1
257,39,3
332,169,3
4,218,4
133,188,3
102,263,15
53,146,1
118,82,10
151,144,2
57,346,1
211,261,10
218,195,4
200,224,3
72,9,3
7,168,6
337,93,2
291,232,3
272,75,3
277,50,3
84,83,6
211,239,10
79,25,3
258,161,3
343,41,2
271,325,10
82,313,10
192,205,2
304,66,3
123,82,10
26,332,3
315,288,3
248,122,3
94,204,1
134,21,3
242,299,1
290,188,3
328,195,4
26,158,3
268,203,10
214,115,2
7,347,6
186,123,10
239,338,10
177,99,15
169,113,3
93,337,2
159,184,16
109,295,3
55,261,10
315,236,3
122,332,3
301,47,13
165,39,3
185,200,3
180,204,1
312,343,2
98,186,10
9,224,3
254,249,1
271,265,10
115,220,2
133,183,3
103,172,10
122,304,3
98,82,10
22,168,6
334,50,3
252,223,10
315,170,3
26,62,3
211,223,10
14,312,2
224,133,3
268,59,10
223,261,10
147,6,5
275,4,4
325,56,10
309,197,16
238,199,10
272,148,3
272,156,3
75,188,3
75,170,3
62,122,3
168,129,6
158,67,3
170,67,3
93,137,2
254,299,1
277,304,3
9,148,3
320,36,16
180,254,1
94,299,1
272,258,3
274,323,3
115,192,2
295,109,3
184,320,16
252,56,10
69,9,3
137,17,2
5,213,1
82,325,10
87,339,6
277,294,3
149,343,2
137,93,2
289,214,2
252,59,10
118,252,10
122,21,3
245,259,7
195,273,4
193,259,7
224,26,3
231,332,3
85,274,3
165,334,3
319,6,5
322,188,3
200,165,3
103,252,10
302,242,1
26,297,3
239,13,10
322,280,3
261,82,10
28,115,2
98,118,10
266,194,1
10,291,3
113,9,3
272,25,3
222,238,10
322,232,3
239,199,10
21,40,3
19,289,2
186,252,10
41,28,2
188,274,3
227,263,15
187,94,1
325,342,10
104,128,10
214,333,2
232,280,3
121,169,3
342,271,10
331,186,10
252,104,10
122,169,3
239,344,10
62,322,3
302,204,1
25,105,3
225,175,15
26,170,3
304,277,3
237,23,6
226,144,2
246,308,6
298,56,10
121,236,3
19,112,2
302,187,1
319,219,5
67,169,3
263,102,15
192,52,2
258,295,3
238,261,10
39,105,3
212,56,10
75,272,3
313,56,10
40,272,3
4,328,4
131,177,15
169,257,3
67,236,3
170,322,3
188,142,3
136,87,6
20,149,2
151,310,2
188,224,3
47,301,13
228,3,3
58,107,13
142,40,3
127,320,16
187,80,1
245,91,7
204,101,1
346,302,1
304,134,3
313,325,10
147,219,5
55,186,10
13,271,10
63,56,10
95,147,5
127,309,16
40,77,3
188,3,3
236,21,3
330,196,1
304,200,3
271,13,10
180,5,1
284,320,16
113,165,3
312,214,2
118,271,10
235,122,3
25,224,3
59,98,10
52,192,2
264,259,7
285,109,3
172,16,10
100,64,13
21,122,3
222,325,10
132,40,3
75,274,3
40,21,3
323,290,3
126,73,1
322,142,3
312,20,2
162,312,2
170,21,3
59,211,10
61,193,7
217,324,13
2,149,2
199,252,10
160,260,1
26,133,3
80,249,1
169,121,3
278,175,15
285,10,3
243,337,2
276,232,3
196,204,1
71,230,2
16,82,10
252,98,10
94,266,1
342,199,10
161,122,3
266,187,1
17,19,2
20,326,2
122,26,3
277,10,3
200,79,3
21,322,3
170,25,3
296,263,15
130,191,1
299,242,1
20,111,2
67,248,3
109,304,3
263,296,15
313,13,10
6,219,5
128,172,10
236,322,3
304,40,3
346,242,1
199,314,10
25,122,3
83,84,6
67,285,3
289,19,2
30,188,3
121,280,3
133,280,3
80,213,1
277,200,3
346,80,1
16,118,10
119,100,13
99,131,15
23,51,6
299,53,1
227,278,15
146,317,1
249,330,1
139,284,16
274,3,3
19,343,2
116,343,2
333,226,2
26,185,3
92,266,1
334,67,3
226,149,2
99,227,15
246,340,6
59,82,10
130,213,1
334,40,3
199,298,10
132,334,3
94,242,1
188,113,3
28,41,2
201,91,7
306,78,4
113,50,3
67,45,3
142,62,3
150,100,13
119,64,13
261,238,10
135,320,16
109,122,3
277,315,3
313,211,10
181,78,4
277,132,3
21,323,3
121,21,3
203,172,10
185,285,3
142,332,3
184,127,16
109,50,3
249,242,1
315,231,3
4,273,4
182,253,2
252,271,10
312,162,2
266,24,1
194,94,1
36,281,16
28,116,2
299,73,1
322,277,3
213,204,1
323,280,3
257,40,3
258,40,3
89,327,5
121,69,3
87,308,6
39,165,3
139,127,16
305,312,2
280,257,3
116,214,2
88,126,1
163,119,13
313,314,10
315,67,3
14,149,2
135,251,16
204,330,1
329,202,13
66,142,3
113,291,3
191,130,1
256,233,25
186,325,10
333,214,2
252,172,10
28,14,2
25,270,3
25,21,3
285,142,3
134,113,3
329,54,13
285,345,3
29,172,10
272,122,3
72,67,3
57,242,1
194,24,1
236,315,3
230,253,2
95,6,5
116,226,2
82,98,10
162,116,2
9,169,3
323,170,3
136,125,6
341,170,3
161,304,3
9,315,3
67,113,3
304,141,3
159,108,16
99,177,15
280,21,3
213,249,1
13,56,10
109,148,3
258,85,3
285,232,3
322,285,3
344,311,10
53,130,1
330,48,1
303,142,3
323,9,3
173,34,13
276,62,3
62,341,3
137,32,2
268,271,10
345,315,3
304,69,3
226,115,2
180,94,1
151,312,2
175,225,15
343,333,2
296,227,15
54,119,13
122,277,3
71,307,2
123,104,10
104,344,10
67,170,3
281,127,16
99,143,15
99,175,15
142,113,3
10,285,3
148,9,3
117,280,3
137,289,2
169,291,3
23,240,6
343,326,2
320,251,16
214,17,2
129,339,6
291,315,3
314,271,10
92,299,1
122,176,3
116,41,2
291,248,3
291,141,3
214,289,2
281,36,16
6,319,5
291,208,3
100,119,13
185,9,3
185,67,3
346,57,1
223,13,10
30,224,3
224,236,3
261,13,10
203,223,10
175,68,15
